1.fastq,2305.97,27936
2_1.fastq,2028.49,27936
2_2.fastq,2010.03,27952
3.fastq,1867.17,27936
4_1.fastq,4406.82,27936
4_2.fastq,4384.07,27952
5_1.fastq,3370.99,27936
5_2.fastq,3267.58,27936
6.fastq,1953.52,27904
7_1.fastq,519.14,27952
7_2.fastq,549.22,27952
