1.fastq,778.91,16272
2_1.fastq,745.87,16288
2_2.fastq,728.33,16288
3.fastq,638.01,16272
4_1.fastq,1497.65,16288
4_2.fastq,1502.47,16272
5_1.fastq,1146.71,16272
5_2.fastq,1087.62,16288
6.fastq,611.11,16256
7_1.fastq,194.55,16288
7_2.fastq,216.89,16304
