1.fastq,1055.60,1642320
2_1.fastq,887.72,1644864
3.fastq,704.70,1641152
4_1.fastq,1845.47,1652208
4_2.fastq,1787.34,1652336
5_1.fastq,1362.35,1650912
5_2.fastq,1354.22,1650640
7_1.fastq,221.26,1643536
7_2.fastq,241.56,1644224
