1.fastq,1461.95,3233824
2_1.fastq,1476.68,3222640
2_2.fastq,1443.87,3220448
3.fastq,975.47,3202496
4_1.fastq,2872.13,3230896
4_2.fastq,2894.31,3230608
5_1.fastq,1947.06,3217600
5_2.fastq,1924.81,3217552
6.fastq,1016.17,3212800
7_1.fastq,472.58,3749984
7_2.fastq,484.56,3701280
