1.uniq.bam,1269.77,28446448
2.uniq.bam,2032.17,26497280
3.uniq.bam,891.62,25960416
4.uniq.bam,4305.28,27412784
5.uniq.bam,3431.17,28507312
6.uniq.bam,962.19,26466848
