1.fastq,466.27,63696
2_1.fastq,518.94,61840
2_2.fastq,506.58,62704
3.fastq,412.10,49040
4_1.fastq,1015.46,67952
4_2.fastq,1001.26,68352
5_1.fastq,708.63,58160
5_2.fastq,706.33,58192
6.fastq,298.49,59024
7_1.fastq,101.77,62624
